name,year,day,count,sum,mean,stdev,index
3,2014,89,5603,129817,23.169195074067463,2.9289767336680574,10
4,2014,137,244,60508,247.98360655737704,31.844520749209583,2
4,2014,89,7443,147299,19.790272739486767,3.4192006656189777,10
5,2014,137,56,13996,249.92857142857142,34.070361618514283,2
5,2014,89,4554,83034,18.233201581027668,4.4257982246763872,10
6,2014,137,88,22973,261.05681818181819,29.920864548514842,2
1,2014,89,627,NaN,NaN,NaN,6
1,2014,160,2466,4349,1.7635847526358475,2.1282072224445927,10
6,2014,89,2188,26932,12.308957952468008,1.0648841514463696,10
7,2014,137,206,49985,242.64563106796118,32.960415436805349,2
7,2014,89,4594,54449,11.852198519808447,2.2213513908233447,10
2,2014,160,5751,49921,8.6804034081029382,5.1176827430668546,10
2,2014,89,235,-3.4885572007951851,-0.014844924258702916,0.03658889343405905,6
8,2014,137,1469,397780,270.78284547311097,30.150442251174312,2
8,2014,89,3523,50525,14.341470337780301,3.3069916723497683,10
3,2014,89,495,-3.5723891274501511,-0.0072169477322225279,0.028451745457632537,6
3,2014,160,5603,37325,6.6616098518650722,6.292195238042285,10
4,2014,89,1053,NaN,NaN,NaN,6
4,2014,160,7443,80678,10.839446459760849,10.653679735869288,10
5,2014,89,2261,NaN,NaN,NaN,6
5,2014,160,4554,5125,1.1253842775581906,1.7477889650847931,10
6,2014,89,229,-0.12155191398960596,-0.00053079438423408716,0.0070737094718195991,6
6,2014,160,2188,17663,8.0726691042047527,2.1089438700444174,10
7,2014,89,769,-33.275525758035656,-0.043271164834896819,0.099726267616695619,6
8,2014,89,45,0.0077713859463983681,0.0001726974654755193,0.00037180410520133294,6
7,2014,160,4594,64038,13.939486286460602,6.6560367195715431,10
8,2014,160,3523,31414,8.91683224524553,4.234893904592596,10
1,2014,104,2466,0,0,0,10
1,2014,153,2466,1957,0.79359286293592868,0.63932330888400712,10
1,2014,130,2466,2237,0.90713706407137062,0.5029250965564227,10
2,2014,104,5751,0,0,0,10
1,2014,113,1151,408.08462264842819,0.35454789109333468,1.7452364989914533,4
2,2014,153,5751,706,0.12276125891149366,0.33237487430582269,10
3,2014,104,5603,0,0,0,10
2,2014,130,5751,16330,2.8395061728395063,0.87159070242445191,10
3,2014,113,100,32.546951783733675,0.32546951783733674,0.38987722717473566,4
3,2014,153,5603,30795,5.4961627699446725,4.5191141736440388,10
3,2014,130,5603,19458,3.4727824379796539,0.52978386916401488,10
4,2014,104,7443,0,0,0,10
4,2014,113,862,258.30223804415436,0.2996545684966988,0.69068984074150919,4
4,2014,130,7443,16046,2.1558511352949079,0.93416303616385898,10
4,2014,153,7443,23108,3.1046620986161493,5.8999389506855238,10
5,2014,104,4554,0,0,0,10
5,2014,113,2484,541.85134943299636,0.21813661410346069,2.8043667495644811,4
5,2014,130,4554,1822,0.40008783487044358,0.48991586957264838,10
5,2014,153,4554,9627,2.1139657444005269,3.1694860127667885,10
6,2014,104,2188,4,0.0018281535648994515,0.042717811501089296,10
6,2014,113,907,163.01180790895887,0.17972635932630526,7.4004339904295051,4
6,2014,130,2188,3737,1.7079524680073126,0.92901178724953248,10
6,2014,153,2188,848,0.38756855575868371,0.48719520763838775,10
7,2014,104,4594,928,0.2020026121027427,0.43078670175043526,10
7,2014,130,4594,7557,1.6449717022202874,0.48349980411955673,10
7,2014,113,143,23.350240500760265,0.16328839511021165,0.7259915196589678,4
7,2014,153,4594,52,0.011319111885067479,0.10578747369703467,10
8,2014,104,3523,815,0.23133692875390294,0.45596945877573725,10
8,2014,130,3523,5550,1.5753619074652285,0.72322907392971292,10
8,2014,153,3523,271,0.076923076923076927,0.26646935501059649,10
1,2014,119,2466,0,0,0,10
1,2014,96,2466,7607,3.0847526358475266,0.75811016451175162,10
1,2014,152,2466,10,0.0040551500405515001,0.063550812730445203,10
2,2014,119,5751,0,0,0,10
1,2014,121,2108,612522,290.57020872865274,2.5960312276256112,1
2,2014,96,5751,12398,2.1557989914797426,0.59535150891538269,10
3,2014,119,5603,2336,0.41691950740674638,0.49304931979515226,10
2,2014,121,647,145805,225.35548686244204,44.355564847656019,1
2,2014,152,5751,0,0,0,10
3,2014,96,5603,13816,2.4658218811351063,0.6929188368125575,10
4,2014,119,7443,1141,0.15329840118231897,0.36027489695684284,10
3,2014,121,3462,948469,273.96562680531486,34.359497595026411,1
3,2014,152,5603,1448,0.25843298233089418,0.61159435941227047,10
5,2014,119,4554,3,0.00065876152832674575,0.025657894722200852,10
4,2014,96,7443,14973,2.011688835147118,0.57606697544335339,10
4,2014,121,3663,1027302,280.45372645372646,29.503591153839771,1
4,2014,152,7443,6544,0.87921537014644635,1.3027742810335714,10
5,2014,96,4554,7071,1.5527009222661396,0.70194093461064511,10
6,2014,119,2188,148,0.067641681901279713,0.25113001567085885,10
5,2014,121,2513,730982,290.88022284122565,3.9531149512025445,1
5,2014,152,4554,426,0.093544137022397889,0.29119346052260986,10
6,2014,96,2188,4320,1.9744058500914077,0.71819100633087274,10
7,2014,119,4594,27,0.0058772311710927295,0.076437486384981726,10
6,2014,121,2188,638424,291.78427787934186,4.4085351797410279,1
7,2014,96,4594,10841,2.3598171528080103,0.53810448011626333,10
6,2014,152,2188,2355,1.0763254113345522,0.56894561397179033,10
8,2014,119,3523,0,0,0,10
7,2014,121,4107,1127707,274.58168979790599,32.970474514236258,1
7,2014,152,4594,3322,0.72311710927296469,0.65845774394786583,10
8,2014,96,3523,7307,2.074084586999716,0.33681478850831165,10
8,2014,121,694,168056,242.15561959654178,44.645016649653094,1
8,2014,152,3523,347,0.098495600340618786,0.37929002302638926,10
1,2014,79,2466,1,0.00040551500405515005,0.020133319687439432,9
1,2014,143,2466,7998,3.2433090024330902,1.3397071798998317,10
1,2014,129,1336,371167,277.81961077844312,34.143010329195185,1
1,2014,81,1912,553623,289.55177824267781,29.157314565195499,0
2,2014,79,5751,0,0,0,9
2,2014,143,5751,54934,9.5520778994957407,5.3621767113254757,10
2,2014,129,5666,1669067,294.57589128132719,0.99396935085654903,1
2,2014,81,5036,1461034,290.11795075456712,23.451130202918474,0
3,2014,143,5603,58739,10.483490986971265,1.9289181248314302,10
3,2014,129,4036,1184351,293.44672943508425,11.761542491152763,1
3,2014,79,5603,176,0.031411743708727465,0.17442776747383051,9
4,2014,143,7443,70141,9.4237538626897752,2.4602026570333844,10
4,2014,79,7443,4878,0.65538089480048367,1.3565616727974745,9
3,2014,81,4060,1207610,297.44088669950742,11.559535470661784,0
4,2014,129,5029,1468557,292.01769735533901,16.356496632560454,1
5,2014,143,4554,30542,6.7066315327184896,2.9934073267331969,10
4,2014,81,3863,1077827,279.01294330830962,38.262507841219744,0
5,2014,79,4554,1258,0.27624066754501536,0.67232271961635681,9
5,2014,129,2485,730192,293.83983903420523,11.608819514376153,1
6,2014,143,2188,13878,6.3427787934186473,1.7653629527917436,10
5,2014,81,2444,711493,291.1182487725041,25.712775408185347,0
6,2014,79,2188,816,0.37294332723948814,0.61057044871119215,9
6,2014,129,1871,544599,291.0737573490112,19.665859494457028,1
7,2014,143,4594,60651,13.202220287331302,1.5687091372271984,10
6,2014,81,2045,591901,289.43814180929093,29.662514314726238,0
7,2014,79,4594,1929,0.41989551589029167,0.828453189090671,9
7,2014,129,4522,1327005,293.45532950022113,14.967763359074796,1
8,2014,143,3523,34686,9.8455861481691738,4.7143796811069265,10
7,2014,81,3574,991369,277.38360380526024,36.471992455622292,0
8,2014,79,3523,140,0.039738858927050806,0.19534503325712368,9
8,2014,129,3523,1039786,295.14220834516038,1.0572262751346597,1
8,2014,81,3502,1030750,294.33181039406054,11.475253790196458,0
1,2014,86,2466,1465,0.59407948094079477,0.63574057829910535,10
1,2014,88,2466,11821,4.7935928629359283,4.6025284302248188,9
1,2014,137,2466,0,0,0,10
2,2014,86,5751,10354,1.8003825421665798,2.4029353448080917,10
2,2014,88,5751,2232,0.38810641627543035,1.191296501735249,9
3,2014,86,5603,14322,2.5561306442976979,2.047582160145609,10
2,2014,137,5751,0,0,0,10
3,2014,88,5603,2141,0.38211672318400858,0.94568617648678055,9
4,2014,86,7443,25984,3.4910654306059383,2.2330363056083886,10
5,2014,86,4554,2932,0.64382960035133951,0.67489839046700695,10
4,2014,88,7443,26337,3.5384925433293026,4.3110567750977067,9
3,2014,137,5603,0,0,0,10
4,2014,137,7443,12973,1.7429799811903801,2.5643752682594503,10
5,2014,137,4554,27,0.0059288537549407111,0.076770452962668115,10
6,2014,137,2188,0,0,0,10
7,2014,137,4594,8049,1.7520679146713105,2.3770875780418828,10
8,2014,137,3523,0,0,0,10
5,2014,88,4554,16072,3.5292050944224855,4.556063099028373,9
6,2014,88,2188,32159,14.697897623400365,3.4115428276424997,9
7,2014,88,4594,29820,6.4910753156290815,2.71791385882648,9
8,2014,88,3523,1541,0.43741129718989497,0.853928357203666,9
6,2014,86,2188,3798,1.7358318098720293,0.44088928026487889,10
7,2014,86,4594,10041,2.1856769699608183,1.5746286157230682,10
8,2014,86,3523,523,0.14845302299176838,0.38469110514010557,10
1,2014,115,2466,7370,2.9886455798864557,1.7343533023075171,10
2,2014,115,5751,0,0,0,10
3,2014,115,5603,0,0,0,10
4,2014,115,7443,231,0.031035872632003223,0.17875572499830727,10
5,2014,115,4554,21564,4.7351778656126484,3.7118022222256046,10
6,2014,115,2188,1283,0.58638025594149912,0.7034370215872956,10
7,2014,115,4594,216,0.047017849368741836,0.2177596701691753,10
8,2014,115,3523,0,0,0,10
1,2014,145,498,129362,259.76305220883535,24.733358778523371,2
1,2014,138,2466,0,0,0,10
2,2014,145,994,262570.5,264.15543259557342,29.65798055375916,2
3,2014,145,101,22942.5,227.15346534653466,27.787270268622404,2
2,2014,138,5751,5579,0.97009215788558512,1.4955365023514038,10
4,2014,145,290,72880.5,251.31206896551726,32.004929995162293,2
3,2014,138,5603,26225,4.6805282884169195,4.4080659125589206,10
5,2014,145,419,114299,272.78997613365158,26.428632132962647,2
4,2014,138,7443,108986,14.642751578664518,4.8972661728468907,10
6,2014,145,831,220624,265.49217809867628,31.803088860678304,2
5,2014,138,4554,10877,2.3884497145366712,2.2835760262136495,10
7,2014,145,249,63298,254.20883534136547,34.967548958565317,2
6,2014,138,2188,467,0.21343692870201098,0.45917667073077739,10
8,2014,145,604,159792.5,264.55711920529802,31.373135663651826,2
7,2014,138,4594,27008,5.8789725729212012,3.556518868014408,10
1,2014,113,482,130375,270.48755186721991,42.715900848430636,0
8,2014,138,3523,3189,0.90519443655975018,1.012879721979917,10
1,2014,168,2466,226,0.091646390916463913,0.28852613390895909,10
2,2014,113,761,219739,288.75032851511168,30.936936456973509,0
2,2014,168,5751,1265,0.21996174578334202,0.76056842898829391,10
3,2014,113,114,28830,252.89473684210526,47.900549097876876,0
4,2014,113,2233,610157,273.24540976265115,40.002561021071365,0
3,2014,168,5603,3530,0.63001963233981795,0.89159226422887716,10
5,2014,113,327,86166,263.50458715596329,45.375623705514286,0
4,2014,168,7443,12296,1.6520220341260246,2.1965351126703911,10
6,2014,113,329,89824,273.02127659574467,39.80128646726569,0
5,2014,168,4554,190,0.041721563460693896,0.19995218079103111,10
7,2014,113,372,94482,253.98387096774192,49.78204925499125,0
8,2014,113,122,34676,284.22950819672133,31.511586962145721,0
6,2014,168,2188,153,0.069926873857404023,0.25502373648336096,10
7,2014,168,4594,7269,1.5822812363952983,1.2341637419986546,10
8,2014,168,3523,250,0.070962248084019297,0.26758846626415522,10
1,2014,77,2466,1022,0.41443633414436332,0.71152203881622145,10
2,2014,77,5751,713,0.12397843853242914,0.37820177194675481,10
1,2014,80,2466,0,0,0,9
3,2014,77,5603,5,0.00089237908263430305,0.029859382816916694,10
2,2014,80,5751,728,0.12658668057729092,0.41904016656672322,9
4,2014,77,7443,7146,0.96009673518742444,0.91026574897479207,10
3,2014,80,5603,0,0,0,9
5,2014,77,4554,3633,0.79776021080368908,0.86618223439773534,10
4,2014,80,7443,0,0,0,9
6,2014,77,2188,10368,4.7385740402193788,3.472697397858866,10
1,2014,157,2466,25391,10.296431467964315,1.9119198171559439,10
5,2014,80,4554,0,0,0,9
7,2014,77,4594,26598,5.7897257292120159,2.1237752266689811,10
2,2014,157,5751,90122,15.670665971135454,7.4044806061134576,10
6,2014,80,2188,0,0,0,9
8,2014,77,3523,7948,2.2560317910871417,1.6868915161774685,10
7,2014,80,4594,0,0,0,9
3,2014,157,5603,60333,10.767981438515081,4.3047478627752964,10
1,2014,80,2466,659,0.26723438767234386,0.44251572821508989,10
8,2014,80,3523,0,0,0,9
4,2014,157,7443,203211,27.302297460701329,15.154211240699636,10
2,2014,80,5751,747,0.12989045383411579,0.42237288947258211,10
5,2014,157,4554,92532,20.318840579710145,3.8191161995874148,10
3,2014,80,5603,0,0,0,10
6,2014,157,2188,36151,16.522394881170019,3.1608250093708299,10
4,2014,80,7443,0,0,0,10
7,2014,157,4594,135610,29.518937744884632,5.8587133092892492,10
5,2014,80,4554,372,0.081686429512516465,0.27388639386799252,10
8,2014,157,3523,82639,23.456996877661084,5.4216017250013477,10
6,2014,80,2188,0,0,0,10
7,2014,80,4594,0,0,0,10
8,2014,80,3523,217,0.061595231336928756,0.24041892357607583,10
1,2014,158,2466,14901,6.0425790754257909,5.2126137329623266,10
2,2014,158,5751,62807,10.921057207442184,3.9121850845351989,10
3,2014,158,5603,39415,7.0346243084062108,2.0218899736461484,10
4,2014,158,7443,137754,18.507859733978236,8.3401768772221523,10
5,2014,158,4554,41160,9.0382081686429512,7.6161962470900697,10
6,2014,158,2188,18253,8.342321755027422,3.6761373524824239,10
7,2014,158,4594,63963,13.923160644318676,5.1940129063448186,10
8,2014,158,3523,50141,14.232472324723247,3.3517677715574554,10
1,2014,147,2466,0,0,0,10
1,2014,139,2466,59371,24.075831305758314,2.7280659252569355,10
2,2014,147,5751,18762,3.2623891497130932,1.5178217223778594,10
2,2014,139,5751,34714,6.0361676230220835,4.7824608037771359,10
3,2014,147,5603,8771,1.5654113867570945,1.7465080393131895,10
1,2014,142,2466,51262,20.787510137875103,2.3577670399206609,10
3,2014,139,5603,51496,9.1907906478672139,5.3293298882936346,10
4,2014,147,7443,3506,0.47104662098616151,0.81637402704795481,10
2,2014,142,5751,1642,0.28551556251086768,0.83660634721754712,10
4,2014,139,7443,234392,31.491602848313853,11.988026546883514,10
5,2014,147,4554,8420,1.8489240228370662,1.6334005342116527,10
3,2014,142,5603,48368,8.6325182937711933,10.458644795898806,10
5,2014,139,4554,194771,42.769213877909529,7.3842174600938151,10
6,2014,147,2188,189,0.08638025594149909,0.28092473605038804,10
4,2014,142,7443,201846,27.118903667875855,16.442718594998034,10
6,2014,139,2188,68584,31.345521023765997,5.5016528223702243,10
7,2014,147,4594,19,0.0041358293426208099,0.064177287713563638,10
5,2014,142,4554,121331,26.642731664470794,9.4852093957430537,10
7,2014,139,4594,90821,19.76948193295603,12.008403687143806,10
8,2014,147,3523,1313,0.37269372693726938,0.52300284106869654,10
6,2014,142,2188,33589,15.35146252285192,4.3967291586245461,10
8,2014,139,3523,15825,4.4919103037184218,2.7778226097471097,10
1,2014,82,2466,24903,10.098540145985401,6.1502891202761223,10
7,2014,142,4594,18524,4.0322159338267305,2.1727340360728196,10
2,2014,82,5751,31830,5.5346896191966612,1.7339486398834967,10
3,2014,82,5603,30158,5.3824736748170618,2.6810111183302126,10
4,2014,82,7443,76775,10.315061131264276,9.9028614148075782,10
5,2014,82,4554,20906,4.5906895037329818,5.9835641749752337,10
6,2014,82,2188,77123,35.248171846435099,13.709646497205169,10
7,2014,82,4594,112397,24.466042664344798,13.689742724667056,10
8,2014,82,3523,24237,6.8796480272495035,2.6212829413750094,10
8,2014,142,3523,4927,1.3985239852398523,1.3966904969356211,10
1,2014,105,352,-15.816543146967888,-0.044933361212976954,0.1203824477523544,7
1,2014,89,1373,384734,280.21412964311725,19.290861152991379,2
1,2014,166,2466,37279,15.117193836171939,3.046352570321309,10
1,2014,153,19,4255,223.94736842105263,24.714099287676021,2
4,2014,105,331,-51.716886296868324,-0.15624436947694359,0.15370837063575862,7
2,2014,89,2894,820212.5,283.41827919834139,22.28764043239407,2
2,2014,166,5751,35987,6.2575204312293513,3.1317117037382496,10
5,2014,105,1705,-15.566898733377457,-0.0091301458846788607,0.05259438535767743,7
2,2014,153,31,7235.5,233.40322580645162,24.863634331585818,2
3,2014,89,1440,385594,267.77361111111111,28.612815179835422,2
3,2014,166,5603,43402,7.7462073888988039,2.7144784334431673,10
6,2014,105,24,-5.9729679226875305,-0.24887366344531378,0.0019861155578767497,7
4,2014,89,2681,732471.5,273.20831779186869,25.397458986706617,2
3,2014,153,35,8169.5,233.41428571428571,32.551165376172655,2
4,2014,166,7443,21730,2.919521698239957,1.3783606956605718,10
5,2014,89,1614,452616,280.43122676579924,20.141697029142559,2
4,2014,153,104,24106.5,231.79326923076923,29.720461303306994,2
5,2014,166,4554,52691,11.570267896354853,5.4094537822665938,10
6,2014,89,1382,384307,278.08031837916064,23.067361632655011,2
5,2014,153,95,23402.5,246.34210526315789,30.076854465107196,2
7,2014,89,1524,413903,271.58989501312334,24.863784871811188,2
6,2014,166,2188,8580,3.9213893967093236,2.1325456391868403,10
6,2014,153,51,11153,218.68627450980392,28.666260961158983,2
8,2014,89,2256,625859,277.41976950354609,24.566791630384238,2
7,2014,166,4594,16531,3.5983892033086633,3.1997098012767813,10
8,2014,166,3523,35764,10.151575361907465,4.7316599569865474,10
7,2014,153,189,45183.5,239.06613756613757,30.996921103326219,2
8,2014,153,41,9698.5,236.54878048780489,29.688793335740243,2
1,2014,137,376,-28.210498556494713,-0.075027921692805088,0.18175511238258796,7
1,2014,148,2466,3888,1.5766423357664234,1.4822571342037349,10
1,2014,121,2466,29579,11.994728304947284,0.74069832571557659,10
1,2014,113,1351,-436.53504133224487,-0.32311994177072162,0.24651659380903815,7
2,2014,137,545,-139.49463127413765,-0.25595345187915164,0.050053465053186266,7
2,2014,148,5751,106989,18.603547209181013,16.365628105236176,10
3,2014,113,180,-69.140428826212883,-0.38411349347896045,0.20939161733555556,7
3,2014,137,533,-164.40293512493372,-0.30844828353646103,0.10333584823104996,7
2,2014,121,5751,67289,11.70039993044688,3.3193967677552507,10
3,2014,148,5603,37111,6.6234160271283242,4.3000402153368658,10
4,2014,113,1060,-335.85384337231517,-0.31684324846444828,0.2127920225093545,7
3,2014,121,5603,60393,10.778689987506693,2.7948978138469029,10
4,2014,137,306,-42.235813200473785,-0.13802553333488166,0.14449995878101807,7
4,2014,148,7443,22890,3.0753728335348649,3.8347694739008018,10
5,2014,113,2859,-508.88240473531187,-0.17799314611238609,0.25116169250095005,7
4,2014,121,7443,76241,10.243315867257826,2.8551947223223784,10
5,2014,148,4554,386,0.08476064997804128,0.27852519130832898,10
5,2014,137,1653,0,0,0,7
6,2014,113,1123,-467.1070402264595,-0.41594571703157568,0.2066356609672908,7
5,2014,121,4554,45538,9.9995608256477819,0.72565133186336161,10
6,2014,137,80,-22.865072429180145,-0.2858134053647518,0.068966144451104064,7
7,2014,113,262,-79.045144289731979,-0.30169902400661058,0.12552819076091082,7
6,2014,148,2188,456,0.20840950639853748,0.5197055070162081,10
6,2014,121,2188,30619,13.994058500914077,1.7327001732973688,10
7,2014,137,172,-43.542495062230955,-0.2531540410594823,0.09300799139046402,7
7,2014,148,4594,6461,1.4063996517196342,1.5548491598655401,10
7,2014,121,4594,88213,19.201784936874184,5.970576989469504,10
8,2014,137,602,-164.90180059405975,-0.27392325680076368,0.18432563430272472,7
8,2014,121,3523,29952,8.5018450184501848,1.0849181558424332,10
8,2014,148,3523,20950,5.9466363894408172,5.2495479886302441,10
1,2014,89,538,-72.063654959201813,-0.13394731405056098,0.17357952281213093,7
2,2014,89,169,-42.857442498207092,-0.2535943343089177,0.02061863138933661,7
3,2014,89,348,-98.000657007098198,-0.28161108335373047,0.098877184862600026,7
4,2014,89,704,-188.78046770393848,-0.26815407344309444,0.1914150204018914,7
1,2014,165,2466,53672,21.764801297648013,2.3058500263752033,10
5,2014,89,2052,-142.11219172179699,-0.069255454055456619,0.15751306876979929,7
2,2014,165,5751,114256,19.867153538515041,9.5708879548726866,10
6,2014,89,79,-21.988824784755707,-0.27833955423741402,0.064198133979489272,7
3,2014,165,5603,120167,21.44690344458326,5.3898350559338741,10
7,2014,89,321,-122.45398141443729,-0.38147657761506948,0.20076523021315201,7
4,2014,165,7443,107942,14.502485556899099,5.140831430049059,10
8,2014,89,47,-11.769519612193108,-0.25041531089772567,0.0048189973700536312,7
5,2014,165,4554,83248,18.280193236714975,2.8989902316473262,10
6,2014,165,2188,46239,21.132998171846435,2.1563962010412374,10
1,2014,78,2466,0,0,0,10
7,2014,165,4594,112624,24.515454941227688,5.9608248498464516,10
2,2014,78,5751,0,0,0,10
8,2014,165,3523,89906,25.519727504967356,11.281138556198876,10
1,2014,164,2466,1732,0.70235198702351986,0.493068893450262,10
3,2014,78,5603,0,0,0,10
2,2014,164,5751,203093,35.314380107807338,7.5171351324185265,10
4,2014,78,7443,0,0,0,10
3,2014,164,5603,154674,27.605568445475637,10.315202858216495,10
5,2014,78,4554,0,0,0,10
4,2014,164,7443,115918,15.57409646647857,9.1669534658790237,10
6,2014,78,2188,0,0,0,10
5,2014,164,4554,9750,2.1409749670619234,2.6013701193479259,10
7,2014,78,4594,0,0,0,10
6,2014,164,2188,1361,0.62202925045703839,0.67415672496892554,10
8,2014,78,3523,0,0,0,10
7,2014,164,4594,53967,11.747279059643013,6.9274112918784381,10
8,2014,164,3523,88968,25.253477150156115,6.9043718415591249,10
1,2014,121,1714,-586.12225083867088,-0.34196163992921286,0.26115030126935751,7
2,2014,121,574,-169.87366630736506,-0.29594715384558373,0.11100623624369731,7
3,2014,121,951,-312.41172347031534,-0.32850864718224537,0.15785097379364821,7
4,2014,121,1730,-592.49330375541467,-0.34248167847133798,0.25382606868483226,7
5,2014,121,3148,-633.87915786635131,-0.20135932587876471,0.26046283326381314,7
1,2014,122,2466,158,0.064071370640713707,0.24488003206658968,10
6,2014,121,1586,-746.07585173100233,-0.47041352568159039,0.27026757756192843,7
2,2014,122,5751,37993,6.6063293340288647,2.7292069573293367,10
7,2014,121,933,-282.02360729128122,-0.30227610642152331,0.12242838715744386,7
3,2014,122,5603,56516,10.086739246832055,3.1307928917461654,10
8,2014,121,337,-98.775771906599402,-0.29310318073174896,0.12968009199739153,7
1,2014,126,2466,2744,1.1127331711273316,0.63764703898050146,10
4,2014,122,7443,66666,8.9568722289399432,5.6433376625775891,10
2,2014,126,5751,4870,0.84680925056511913,1.6057213255850729,10
5,2014,122,4554,327,0.07180500658761528,0.25816476834875784,10
3,2014,126,5603,30024,5.3585579154024634,2.776994844343557,10
6,2014,122,2188,4476,2.0457038391224862,1.6668931373371036,10
7,2014,122,4594,42917,9.3419677840661741,2.8059334720152762,10
8,2014,122,3523,32627,9.2611410729491919,3.8238888699045992,10
4,2014,126,7443,45525,6.1164852881902458,4.4377251123064632,10
5,2014,126,4554,10412,2.2863416776460257,0.82006705869281926,10
6,2014,126,2188,2042,0.93327239488116998,0.84769225644265422,10
7,2014,126,4594,25252,5.4967348715716149,3.3840148641195373,10
8,2014,126,3523,1361,0.3863184785694011,0.82695515333191427,10
1,2014,121,1815,NaN,NaN,NaN,6
2,2014,121,699,-20.057806867656836,-0.028695002671898191,0.067884878015126299,6
1,2014,162,2466,0,0,0,10
3,2014,121,1034,-19.145761309435329,-0.018516210163863955,0.074529759309097235,6
1,2014,113,2466,29470,11.950527169505271,4.6852239784860386,10
1,2014,129,747,NaN,NaN,NaN,6
2,2014,162,5751,28457,4.9481829247087461,6.0231478149171611,10
2,2014,113,5751,0,0,0,10
2,2014,129,1045,-24.541480011832391,-0.023484669867782193,0.05841356390455768,6
4,2014,121,2111,NaN,NaN,NaN,6
3,2014,162,5603,2969,0.52989469926824917,1.0517353174243249,10
5,2014,121,3367,NaN,NaN,NaN,6
3,2014,113,5603,0,0,0,10
3,2014,129,783,-9.8562640476611705,-0.012587821261380805,0.073147584276360506,6
4,2014,162,7443,3602,0.48394464597608489,0.76227307609269823,10
6,2014,121,1677,-188.27702427701115,-0.11227013970006627,0.17345530473087736,6
4,2014,129,937,NaN,NaN,NaN,6
5,2014,162,4554,0,0,0,10
4,2014,113,7443,0,0,0,10
7,2014,121,1052,-27.952620474847208,-0.026570932010311035,0.071012721188833894,6
5,2014,129,1706,NaN,NaN,NaN,6
6,2014,162,2188,40,0.018281535648994516,0.13396761214304395,10
5,2014,113,4554,8989,1.973869126043039,3.1259566976849342,10
8,2014,121,415,-10.056088451525284,-0.024231538437410324,0.064701218663248336,6
6,2014,129,332,-5.2665647255089425,-0.015863146763581151,0.079256030732420671,6
7,2014,129,431,-3.7015466913144337,-0.0085882753858803566,0.035302733783771773,6
6,2014,113,2188,2316,1.0585009140767825,1.7740914046791347,10
7,2014,162,4594,7276,1.5838049629952111,1.5182989967543423,10
8,2014,129,950,-42.586337120394091,-0.044827723284625358,0.11222133548857427,6
7,2014,113,4594,80,0.017414018284719199,0.13080814291128312,10
8,2014,113,3523,228,0.064717570252625603,0.24602684071706907,10
8,2014,162,3523,30217,8.5770650014192444,4.6916207020432363,10
1,2014,81,1012,247527,244.59189723320159,43.924999561970196,1
2,2014,81,1480,355342,240.09594594594594,46.717916984262374,1
1,2014,91,2466,473,0.19180859691808597,0.46633396797884485,10
1,2014,145,337,0.35796291239967104,0.0010622044878328518,0.025066360460592994,4
3,2014,81,1849,470275,254.34018388318009,43.5939213113964,1
1,2014,89,1382,380047,274.99782923299568,36.865981258593422,0
2,2014,91,5751,11135,1.9361850113023822,0.98780425291177565,10
2,2014,89,4179,1189538,284.64656616415408,31.516215352681634,0
4,2014,81,3071,785333,255.72549658091827,43.751613799580369,1
2,2014,145,134,21.649245505774161,0.1615615336251803,0.34413458119500639,4
3,2014,91,5603,2563,0.45743351775834373,0.51370610901948055,10
3,2014,89,2235,589984,263.97494407158837,42.642620794439395,0
5,2014,81,1065,267327,251.0112676056338,43.425181080961522,1
4,2014,91,7443,26,0.0034932151014375923,0.059000106353231947,10
3,2014,145,118,15.207000586000504,0.12887288632203817,0.25236327309776901,4
4,2014,89,3886,1075227,276.69248584662893,37.064755065792113,0
5,2014,91,4554,0,0,0,10
4,2014,145,229,6.5873665537219495,0.02876579281101288,0.10595987463437949,4
6,2014,81,1280,319882,249.90781250000001,43.499740676983862,1
5,2014,89,1632,451064,276.38725490196077,36.329841543586177,0
5,2014,145,1727,4.4515333087038016,0.0025776104856420393,0.044235495877765783,4
6,2014,91,2188,95,0.043418647166361977,0.229133999297358,10
7,2014,81,1578,381344,241.66286438529784,45.201482780260733,1
6,2014,89,1408,385263,273.62428977272725,40.882334007130595,0
6,2014,145,92,53.39565454001422,0.58038754934798065,1.9796508337278447,4
7,2014,91,4594,205,0.044623421854592948,0.2064755968064507,10
7,2014,89,4340,1250445,288.12096774193549,26.982694112188867,0
8,2014,81,1031,241606,234.34141610087295,46.326591458590784,1
7,2014,145,383,-49.799516782986757,-0.13002484799735445,2.2212295825440846,4
8,2014,91,3523,5526,1.5685495316491627,0.81048257266766222,10
8,2014,89,3047,873890,286.80341319330489,29.879768066571426,0
8,2014,145,339,73.448134696140187,0.21666116429539878,1.5773960549995909,4
1,2014,97,363,NaN,NaN,NaN,6
1,2014,95,2466,0,0,0,10
1,2014,129,655,-101.3834776696749,-0.15478393537354948,0.19348005331031734,7
1,2014,99,2466,0,0,0,10
4,2014,97,391,NaN,NaN,NaN,6
2,2014,129,811,-245.10258397832513,-0.30222266828400141,0.11230215021126337,7
2,2014,99,5751,190,0.033037732568249004,0.17873511349199928,10
2,2014,95,5751,9567,1.6635367762128326,1.2495830403150441,10
5,2014,97,1913,NaN,NaN,NaN,6
3,2014,129,752,-229.91146129369736,-0.30573332618842736,0.11078959133625657,7
